Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P10230,P10230 CBC Mold 36 Sunrise Close High River,9. Billed,100%,admin,Contacts::::Mike Warren,2013-09-23,2013-09-30,3,,,BM-EVA-006,0,0,,,,,,,,,,2013-09-26,Analysis,,2013-09-23 15:44:24,2013-09-30 00:43:05,0,,0,0,0,,0,0,0,,0,0
P10231,P10231 CBC Mold 134 Hampton Common High River,9. Billed,100%,admin,Contacts::::Mike Warren,2013-09-23,2013-09-30,3,,,BM-EVA-006,0,0,,,,,,,,,,2013-09-26,Analysis,,2013-09-23 15:45:35,2013-09-30 00:42:47,0,,0,0,0,,0,0,0,,0,0
P10232,P10232 CBC Soils High River,9. Billed,100%,admin,Contacts::::Mike Warren,2013-09-23,2013-09-30,6,,,"Fecal Coliforms
E. coli O157",0,0,,,,,,,,,,2013-09-30,Analysis,,2013-09-23 15:46:46,2013-09-30 00:46:21,0,,0,0,0,,0,0,0,,0,0
P10233,P10233 CBC Waters High River,9. Billed,100%,admin,Contacts::::Mike Warren,2013-09-23,2013-09-30,5,,,"Total Coliforms
E. coli
E. coli O157",0,0,,,,,,,,,,,Analysis,,2013-09-23 15:47:21,2013-09-30 00:46:02,0,,0,0,0,,0,0,0,,0,0
P10234,P10234 David Pope Property,9. Billed,100%,admin,Contacts::::Amin (Abie) Samra,2013-09-23,2013-09-30,4,,,"Water: E. coli+O157, Salmonella
Soil: Soil Nutrition",0,0,,,,,,,,,,2013-09-27,Analysis,,2013-09-23 18:55:13,2013-10-01 15:13:43,0,,0,0,0,,0,0,0,,0,0
P10235,P10235 Mold Squad 3934 1A Street SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-09-23,2013-09-30,12,,,BM-EVA-002,0,0,,,,,,,,,,2013-09-26,Analysis,,2013-09-23 20:17:10,2013-09-26 19:40:43,0,,0,0,0,,0,0,0,,0,0
P10236,P10236 Water Analysis September 25,9. Billed,100%,admin,Contacts::::Krista Stashko,2013-09-25,2013-10-02,1,,,BM-EVW-030,0,0,,,,,,,,,,2013-10-02,Analysis,,2013-09-25 15:21:07,2013-10-03 15:04:06,0,,0,0,0,,0,0,0,,0,0
P10237,P10237 Coast July 2013 Compost,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-09-25,2013-10-03,2,,,"Metals, Fertility, C/N, Fecals",0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-25 23:19:23,2013-10-23 23:14:14,0,,0,0,0,,0,0,0,,0,0
P10238,P10238 Coast Relmax resample,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-09-25,2013-10-03,2,,,Metals,0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-25 23:30:15,2013-10-04 22:53:38,0,,0,0,0,,0,0,0,,0,0
P10239,P10239 Coast June 2013 Compost,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-09-25,2013-10-03,2,,,"C/N, fertility",0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-25 23:53:09,2013-10-15 23:07:44,0,,0,0,0,,0,0,0,,0,0
P10240,P10240 Josh Taylor well water,9. Billed,100%,rpincura,Contacts::::Josh Taylor,2013-09-26,2013-10-04,1,,,BM-EVW-031,0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-26 20:45:29,2013-10-04 23:18:39,0,,0,0,0,,0,0,0,,0,0
P10241,P10241 Feed Analysis September 26,9. Billed,100%,admin,Contacts::::Dave Koehn,2013-09-26,2013-10-03,5,,,Feed Analysis,0,0,,,,,,,,,,2013-10-03,Analysis,,2013-09-26 20:58:21,2013-10-04 23:42:35,0,,0,0,0,,0,0,0,,0,0
P10242,P10242 Sunshine Village September 25 2013,9. Billed,100%,admin,Contacts::::Dave Armstrong,2013-09-25,2013-10-02,2,,,"BM-EVW-SSV x 2
SSV Hydrocarbons x 2",0,0,,,,,,,,,,2013-10-08,Analysis,,2013-09-26 21:04:18,2013-10-09 03:53:46,0,,0,0,0,,0,0,0,,0,0
P10243,P10243 Pollicott,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-09-26,2013-09-27,1,,,BM-EVA-002,0,0,,,,,,,,,,2013-09-27,Analysis,,2013-09-26 22:37:20,2013-09-27 21:44:31,0,,0,0,0,,0,0,0,,0,0
P10244,P10244 Westhoff Engineering Waterbridge September 26,9. Billed,100%,admin,Contacts::::Theresa Peters,2013-09-26,2013-10-03,5,,,Same as Westview,0,0,,,,,,,,,,2013-10-07,Analysis,,2013-09-26 22:48:10,2013-10-08 15:49:28,0,,0,0,0,,0,0,0,,0,0
P10245,P10245 Ferguson,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-09-27,2013-09-30,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-09-30,Analysis,,2013-09-27 16:32:00,2013-10-01 15:14:06,0,,0,0,0,,0,0,0,,0,0
P10246,P10246 Davies,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-09-27,2013-09-30,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-09-30,Analysis,,2013-09-27 18:48:39,2013-10-01 15:14:24,0,,0,0,0,,0,0,0,,0,0
P10247,P10247 Mold Squad 1914 25A St. SW,9. Billed,100%,admin,Contacts::::Jason Ritchie,2013-09-27,2013-09-30,2,,,BM-EVA-002,0,0,,,,,,,,,,2013-09-30,Analysis,,2013-09-27 19:00:00,2013-10-01 15:14:45,0,,0,0,0,,0,0,0,,0,0
P10248,P10248 Harvest September 25 Regulatory,9. Billed,100%,admin,Contacts::::Barry Donovan,2013-09-27,2013-10-04,11,,,PO 10340,0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-27 19:41:52,2013-10-04 23:42:52,0,,0,0,0,,0,0,0,,0,0
P10249,P10249 Harvest September 25 Biofilter Reg,9. Billed,100%,admin,Contacts::::Barry Donovan,2013-09-27,2013-10-04,4,,,,0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-27 19:47:07,2013-10-04 23:43:09,0,,0,0,0,,0,0,0,,0,0
P10250,P10250 Harvest September 25 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-09-27,2013-10-04,8,,,"PO 10341
LOI",0,0,,,,,,,,,,2013-10-04,Analysis,,2013-09-27 19:52:58,2013-10-04 23:43:26,0,,0,0,0,,0,0,0,,0,0
P10251,P10251 Water Analysis September 17,9. Billed,100%,admin,Contacts::::Susan Sun,2013-09-19,2013-10-28,8,,,"Metals: Mg, Fe, Ca (Hardness), Ba, K, Si, Na, Sr, B, LI, 
Anions: Cl, F, NO2 (as N), Br, NO3 (as N), PO4 (as P), SO4
Water Parameters: Alk. CO3(2-) HCO3(-), pH, TDS, TSS, O&G, Total NPOC, DOC",0,0,,,,,,,,,,2013-10-28,R&D,,2013-09-30 15:13:49,2013-11-11 03:57:10,0,,0,0,0,,0,0,0,,0,0
P10252,P10252 Mold Squad 7804 7th St. SW,9. Billed,100%,admin,Contacts::::Jason Ritchie,2013-09-30,2013-10-01,1,,,"PO 228489
BM-EVA-007",0,0,,,,,,,,,,2013-10-01,Analysis,,2013-09-30 16:46:41,2013-10-02 16:09:50,0,,0,0,0,,0,0,0,,0,0
P10253,P10253 Heritage Pointe Ranche September 30,9. Billed,100%,admin,Contacts::::Lee Walkey,2013-09-30,2013-10-07,1,,,Potability w/SAR,0,0,,,,,,,,,,2013-10-07,Analysis,,2013-09-30 22:58:07,2013-10-08 15:48:55,0,,0,0,0,,0,0,0,,0,0
P10254,P10254 Bentley Colony Barn,9. Billed,100%,admin,Contacts::::Tony Vonesch,2013-10-01,2013-10-08,1,,,BM-EVW-031,0,0,,,,,,,,,,2013-10-07,Analysis,,2013-10-01 14:05:10,2013-10-08 15:48:29,0,,0,0,0,,0,0,0,,0,0
P10255,P10255 Harvest September 30 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-10-02,2013-10-09,4,,,"PO 10358
BOD, TSS ,Sulfate
metals
ammonia
sulfite",0,0,,,,,,,,,,2013-10-09,Analysis,,2013-10-02 16:30:15,2013-10-10 16:21:37,0,,0,0,0,,0,0,0,,0,0
P10256,P10256 Terrawest HIPA13-03,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-10-02,2013-10-10,2,,,BM-EVS-007,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-02 23:13:08,2013-11-05 22:03:03,0,,0,0,0,,0,0,0,,0,0
P10257,P10257 Terrawest HIPA13-01,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-10-02,2013-10-10,1,,,"Total oil and grease, total Cr and Hg, dissolved metals",0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-02 23:23:55,2013-10-16 15:12:13,0,,0,0,0,,0,0,0,,0,0
P10258,P10258 Harvest October 2 Regulatory,9. Billed,100%,admin,Contacts::::Barry Donovan,2013-10-03,2013-10-10,11,,,PO 10360,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-03 17:44:45,2013-10-28 20:24:22,0,,0,0,0,,0,0,0,,0,0
P10259,P10259 Harvest October 2 Biofilter Reg,9. Billed,100%,admin,Contacts::::Barry Donovan,2013-10-03,2013-10-10,4,,,,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-03 17:45:11,2013-10-10 23:41:56,0,,0,0,0,,0,0,0,,0,0
P10260,P10260 Harvest October 2 Sales,9. Billed,100%,admin,Contacts::::Barry Donovan,2013-10-03,2013-10-10,6,,,Includes 3 samples for CO2 Evolution,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-03 17:45:59,2013-10-10 23:42:24,0,,0,0,0,,0,0,0,,0,0
P10262,P10262 Terrawest BBVA13-02,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-10-03,2013-10-11,24,,,"BM-EVS-007, Hold, BM-EVW-023, BM-EVS-023, BM-EVW-030, BM-EVW-006",0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-03 22:31:45,2013-10-23 17:23:05,0,,0,0,0,,0,0,0,,0,0
P10263,P10263 Terrawest TFLV,9. Billed,100%,rpincura,Contacts::::Mathew Isenor,2013-10-08,2013-10-16,1,,,"Total metals, TDS, TSS, pH, non-chlorinated phenols, BM-EVS-006",0,0,,,,,,,,,,2013-10-21,Analysis,,2013-10-04 18:08:57,2013-10-21 23:02:39,0,,0,0,0,,0,0,0,,0,0
P10264,P10264 134 Hampton Common High River,9. Billed,100%,admin,Contacts::::Mike Warren,2013-10-04,2013-10-09,3,,,"BM-EVA-006
Redo of previous project with new cassettes",0,0,,,,,,,,,,2013-10-07,Analysis,,2013-10-04 18:43:35,2013-10-08 15:48:06,0,,0,0,0,,0,0,0,,0,0
P10265,P10265 Feed Analysis October 2,9. Billed,100%,admin,Contacts::::Dave Koehn,2013-10-04,2013-10-11,1,,,Feed parameters,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-04 20:56:39,2013-10-10 23:42:45,0,,0,0,0,,0,0,0,,0,0
P10266,P10266 Ross,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-10-07,2013-10-09,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-10-08,Analysis,,2013-10-07 16:04:46,2013-10-08 15:50:05,0,,0,0,0,,0,0,0,,0,0
P10267,P10267 CCWSI Midale,9. Billed,100%,admin,Contacts::::Steven Peterson,2013-10-08,2013-10-16,3,,,Modified from Cut Knife list (refer to quote),0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-08 16:54:24,2013-10-17 23:02:34,0,,0,0,0,,0,0,0,,0,0
P10268,P10268 268 Macwean Park View,9. Billed,100%,admin,Contacts::::Dave Day,2013-10-08,2013-10-10,5,,,"BM-EVA-006
Do not bill client; job is for Brian
FREE job done by Brian!!",0,0,,,,,,,,,,2013-10-11,Analysis,,2013-10-08 18:56:14,2013-10-28 20:25:49,0,,0,0,0,,0,0,0,,0,0
P10269,P10269 Uplands Oct 8 2013,9. Billed,100%,rpincura,Contacts::::Peter Doig,2013-10-08,2013-10-16,8,,,"8 sampels x pH, EC, >2%, <2%, Sands, Fines, Total OM%, VS, TKN, NO3, NH4, C/N Ratio (includes Moisture), Avail N, Avail P, Avail K, Avail Ca, Avail Mg, Avail Cu, Avail Zn, Avail Fe, Avail Mn, Avail B, Avail Na
4 samples x Aluminum, Antimony, Arsenic, Barium, Beryllium, Boron, Cadmium, Calcium, Cobalt, Copper, Iron, Lead, Manganese, Mercury, Molybdenum, Nickel, Phosphorus, Potassium, Selenium, Silicon, Silver, Strontium, Sulfur, Thallium, Tin, Titanium, Uranium, Vanadium, Zinc, Zirconium",0,0,,,,,,,,,5,2013-10-29,Analysis,,2013-10-08 19:10:32,2013-10-31 02:26:35,0,,0,0,8,see above list,0,0,0,,0,0
P10270,P10270 Fertilizer Analysis,9. Billed,100%,admin,Contacts::::Craig Smith,2013-10-08,2013-10-16,1,,,Available N/P/K/OM,0,0,,,,,,,,,,2013-10-15,Analysis,,2013-10-08 19:17:51,2013-10-15 21:01:23,0,,0,0,0,,0,0,0,,0,0
P10271,P10271 TerraWest AGCA13-01,9. Billed,100%,admin,Contacts::::Michael McGregor,2013-10-09,2013-10-17,12,,,"3 x Water = BTEX, CCMEF1-F4, Dissolved Metals
9 x Soil = BTEX, CCMEF1-F4, CCME Metals",0,0,,,,,,,,,,2013-10-23,Analysis,,2013-10-08 23:13:43,2013-11-13 20:48:50,0,,0,0,0,,0,0,0,,0,0
P10272,P10272 Water Analysis October 9,9. Billed,100%,admin,Contacts::::Ryan Northcott,2013-10-09,2013-10-16,3,,,BM-EVW-031,0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-09 14:40:02,2013-10-17 23:00:29,0,,0,0,0,,0,0,0,,0,0
P10273,P10273 Harvest Effluent October 9,9. Billed,100%,admin,Contacts::::Francia Sole-Mauri,2013-10-09,2013-10-17,6,,,"PO 10396
Total Solids
Total Dissolved Solids
Total Suspended Solids
Volatile Solids
Volatile Suspended Solids",0,0,,,,,,,,,,2013-10-17,Analysis,,2013-10-09 17:44:01,2013-11-22 17:42:05,0,,0,0,0,,0,0,0,,0,0
P10274,P10274 Harvest October 9 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-10,2013-10-18,11,,,PO 10398,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-10 16:19:45,2013-10-21 22:47:55,0,,0,0,0,,0,0,0,,0,0
P10275,P10275 Harvest October 9 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-10,2013-10-18,4,,,,0,0,,,,,,,,,,2013-10-10,Analysis,,2013-10-10 16:20:05,2013-10-21 22:48:11,0,,0,0,0,,0,0,0,,0,0
P10277,P10277 Wetlands Pacific Rhizorem,9. Billed,100%,rpincura,Contacts::::Mike Bishop,2013-10-10,2013-10-17,1,,,"BOD, TSS, Fecals",0,0,,,,,,,,,,2013-10-19,Analysis,,2013-10-10 20:44:51,2013-10-21 23:03:21,0,,0,0,0,,0,0,0,,0,0
P10278,P10278 Terrawest TWGR13-02,9. Billed,100%,rpincura,Contacts::::Kate Gilbert,2013-10-11,2013-10-21,7,,,"pH, EC, dissolved iron and manganese, total iron and manganese, eph, tannins and lignins, hardness",0,0,,,,,,,,,,2013-10-21,Analysis,,2013-10-10 21:08:27,2013-10-31 02:25:24,0,,0,0,0,,0,0,0,,0,0
P10279,P10279 Tipton,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-10-10,2013-10-15,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-10-15,Analysis,,2013-10-11 00:15:00,2013-10-15 20:30:37,0,,0,0,0,,0,0,0,,0,0
P10280,P10280 Tschetter Farms Grain Analysis October 10,9. Billed,100%,admin,Contacts::::Eddie Stahl,2013-10-10,2013-10-18,2,,,"Crude Protein
BM-EVA-007",0,0,,,,,,,,,,2013-10-22,Analysis,,2013-10-11 00:23:39,2013-10-23 15:49:59,0,,0,0,0,,0,0,0,,0,0
P10281,P10281 VOC Analysis October 11,9. Billed,100%,admin,Contacts::::Thomas Ha,2013-10-11,2013-10-21,3,,,BM-EVA-001,0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-14 19:01:18,2013-11-01 15:56:08,0,,0,0,0,,0,0,0,,0,0
P10282,P10282 Water Analysis October 11,9. Billed,100%,admin,Contacts::::Harvey Walker,2013-10-11,2013-10-21,1,,,BM-EVA-030,0,0,,,,,,,,,,2013-10-28,Analysis,,2013-10-14 19:14:07,2013-10-28 21:31:54,0,,0,0,0,,0,0,0,,0,0
P10283,P10283 Harvest October 2 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-10-15,2013-10-18,3,,,"PO 10387
LOI
Delay in receiving PO and C of C from Harvest",0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-15 14:45:46,2013-10-17 23:03:44,0,,0,0,0,,0,0,0,,0,0
P10284,P10284 Cote,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-10-15,2013-10-18,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-15 17:39:45,2013-10-17 22:59:55,0,,0,0,0,,0,0,0,,0,0
P10285,P10285 Mold Squad 23 Hartford Road NW,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-10-15,2013-10-16,4,,,BM-EVA-002,0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-15 19:52:36,2013-10-22 14:48:11,0,,0,0,0,,0,0,0,,0,0
P10286,P10286 1609 The Fortress,9. Billed,100%,admin,Contacts::::Ralph Ugobi,2013-10-15,2013-10-16,3,,,BM-EVA-002,0,0,,,,,,,,,,2013-10-16,Analysis,,2013-10-15 20:17:48,2013-10-17 23:01:55,0,,0,0,0,,0,0,0,,0,0
P10287,P10287 Coast Don Mann,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-16,2013-10-23,2,,,"EPH, metals, PAH, BTEX",0,0,,,,,,,,,,2013-10-23,Analysis,,2013-10-16 00:03:15,2013-10-25 21:53:54,0,,0,0,0,,0,0,0,,0,0
P10288,P10288 Coast E-Pro,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-16,2013-10-23,1,,,"TCLP benzo(a)pyrene, EPH and metals",0,0,,,,,,,,,,2013-10-23,Analysis,,2013-10-16 00:24:53,2013-10-25 22:03:22,0,,0,0,0,,0,0,0,,0,0
P10289,P10289 Carcass Wash October 15,9. Billed,100%,admin,Contacts::::Vicki Brietzke,2013-10-16,2013-10-18,1,,,Fecal Coliforms,0,0,,,,,,,,,,2013-10-17,Analysis,,2013-10-16 15:39:28,2013-10-17 23:14:39,0,,0,0,0,,0,0,0,,0,0
P10290,P10290 Cenovus Amine Quill FTIR,9. Billed,100%,admin,Contacts::::Susan Sun,2013-10-17,2013-10-25,3,,,"FTIR analysis done at the U of C looking for polyamine complexes (HN bonds) in corrosion salts.

PO 64",0,0,,,,,,,,,,2013-11-14,Analysis,,2013-10-16 21:44:47,2013-11-14 17:58:20,0,,0,0,0,,0,0,0,,0,0
P10291,P10291 AOC Boiler Water Analysis,9. Billed,100%,admin,Contacts::::Scott Mussbacher,2013-10-17,2013-10-31,1,,,20L of boiler blow down for an extensive set of testing. This will be difficult testing to perform and may require an extended period of time.,0,0,,,,,,,,,30,2013-11-14,Analysis,,2013-10-16 22:26:02,2013-11-14 18:06:38,0,,0,0,0,,0,0,0,,0,0
P10292,P10292 Terrawest HIPA13-01,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-10-11,2013-10-21,1,,,"Oil and grease, total Hg and Cr, dissolved metals",0,0,,,,,,,,,,2013-10-19,Analysis,,2013-10-16 22:38:09,2013-10-21 23:03:02,0,,0,0,0,,0,0,0,,0,0
P10293,P10293 Water Analysis October 17,9. Billed,100%,admin,Contacts::::Tyler Majcher,2013-10-17,2013-10-18,1,,,"Append to Previous PO
Coliforms only",0,0,,,,,,,,,,2013-10-18,Analysis,,2013-10-17 18:26:39,2013-10-21 22:49:07,0,,0,0,0,,0,0,0,,0,0
P10294,P10294 KaizenLAB Inc. 23357,9. Billed,100%,admin,Contacts::::Heather Fox,2013-10-17,2013-10-18,6,,,"4 x Cations
2 x Phosphorus",0,0,,,,,,,,,,2013-10-21,Analysis,,2013-10-17 21:21:46,2013-10-21 22:48:31,0,,0,0,0,,0,0,0,,0,0
P10295,P10295 KaizenLAB Inc. 23358,9. Billed,100%,admin,Contacts::::Heather Fox,2013-10-17,2013-10-18,15,,,Cations,0,0,,,,,,,,,,2013-10-21,Analysis,,2013-10-17 21:22:19,2013-10-21 22:48:48,0,,0,0,0,,0,0,0,,0,0
P10296,P10296 10152 Horsefield,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-10-18,2013-10-25,1,,,BM-EVA-031,0,0,,,,,,,,,,2013-10-23,Analysis,,2013-10-18 18:02:09,2013-10-24 22:26:20,0,,0,0,0,,0,0,0,,0,0
P10297,P10297 Sidgre Trumpet,9. Billed,100%,admin,Contacts::::Kelly Komorowski,2013-10-18,2013-10-18,2,,,,0,0,,,,,,,,,,2013-10-18,Analysis,,2013-10-18 22:55:21,2013-10-21 22:47:29,0,,0,0,0,,0,0,0,,0,0
P10298,P10298 Coast Victoria Airport DND,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-17,2013-10-25,4,,,"BTEX, metal, TCLP benzo(a)pyrene",0,0,,,,,,,,,,2013-10-28,Analysis,,2013-10-19 00:50:45,2013-11-05 23:58:34,0,,0,0,0,,0,0,0,,0,0
P10299,P10299 Mold Squad 4411-26 Ave SE,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-10-21,2013-10-22,8,,,Bulk Asbestos Analysis PO 340476,0,0,,,,,,,,,,2013-10-22,Analysis,,2013-10-21 15:28:44,2013-10-22 16:22:10,0,,0,0,0,,0,0,0,,0,0
P10300,"P10300 Fiber Analysis Oct 17, 2013",9. Billed,100%,admin,Contacts::::Kelly Komorowski,2013-10-21,2013-10-22,3,,,"Asbestos Fibers in Air, will pay by credit card no PO",0,0,,,,,,,,,,2013-10-21,Analysis,,2013-10-21 16:24:19,2013-10-22 16:22:33,0,,0,0,0,,0,0,0,,0,0
P10301,P10301 Aquaparian Swy-A-Lana,9. Billed,100%,rpincura,Contacts::::Sarah Bonar,2013-10-22,2013-10-30,9,,,"metals, total metals, fecals, routine water, BM-EVW-006, BM-EVW-007",0,0,,,,,,,,,,2013-11-05,Analysis,,2013-10-22 00:20:55,2013-11-05 15:55:42,0,,0,0,0,,0,0,0,,0,0
P10302,P10302 Feed Analysis Oct 21 2013,9. Billed,100%,admin,Contacts::::John Exelby,2013-10-21,2013-10-28,3,,,"Cut feed, feed analysis package of 3 samples, NO3 on the hail damaged feed",0,0,,,,,,,,,,2013-10-25,Analysis,,2013-10-22 18:59:18,2013-10-28 17:17:17,0,,0,0,0,,0,0,0,,0,0
P10303,P10303 Harvest Regulatory October 16 2013,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-21,2013-10-28,22,,,Harvest Compost Testing,0,0,,,,,,,,,,2013-10-25,Analysis,,2013-10-22 20:01:26,2013-10-28 17:35:32,0,,0,0,0,,0,0,0,,0,0
P10304,P10304 Terrawest HIPA13-01,10. Archived,100%,rpincura,Contacts::::Erich Bell,2013-10-22,2013-12-03,1,,,"BM-EVW-023, total Hg and Cr - Ryan:  Erich dropped off the sample and asked for mercury, then changed his mind and asked me to put it on hold.",0,0,,,,On Site,Compost,,,,,2013-12-03,Analysis,,2013-10-22 23:40:49,2013-12-03 19:23:52,0,,0,0,0,,0,0,0,,0,0
P10305,P10305 800 - 34 Ave SW Asbestos,9. Billed,100%,admin,Contacts::::Dave Day,2013-10-23,2013-10-24,1,,,Joint Compound,0,0,,,,,,,,,,2013-10-23,Analysis,,2013-10-23 15:45:00,2013-10-24 22:39:26,0,,0,0,0,,0,0,0,,0,0
P10306,"P10306 Sunshine Village October 23, 2013",9. Billed,100%,admin,Contacts::::Dave Armstrong,2013-10-24,2013-10-31,3,,,Water potability and hydrocarbons,0,0,,,,,,,,,,2013-11-06,Analysis,,2013-10-24 16:35:48,2013-12-03 22:07:02,0,,0,0,0,,0,0,0,,0,0
P10307,P10307 Air Testing Plus 1623-40 St NE,9. Billed,100%,admin,Contacts::::Dave Day,2013-10-24,2013-10-25,1,,,BV826469 PCM 0.8 um 5 lpm for 60 min,0,0,,,,,,,,,,2013-10-24,Analysis,,2013-10-24 18:02:55,2013-10-28 17:36:18,0,,0,0,0,,0,0,0,,0,0
P10308,P10308 Harvest October 16 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-21,2013-10-28,4,,,,0,0,,,,,,,,,,2013-10-25,Analysis,,2013-10-24 21:14:31,2013-10-28 17:35:54,0,,0,0,0,,0,0,0,,0,0
P10309,P10309 Harvest October 23 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-24,2013-10-31,15,,,"PO 5534
Harvest Compost Testing",0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-24 21:28:47,2013-11-01 15:54:40,0,,0,0,0,,0,0,0,,0,0
P10310,P10310 Harvest October 23 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-24,2013-10-31,4,,,,0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-24 21:37:13,2013-11-01 15:54:57,0,,0,0,0,,0,0,0,,0,0
P10311,P10311 Harvest October 23 Feedstock Profile,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-24,2013-10-31,1,,,,0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-24 21:47:31,2013-11-01 15:55:15,0,,0,0,0,,0,0,0,,0,0
P10312,P10312 Harvest October 23 Mids Energy Potential,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-10-24,2013-10-31,1,,,,0,0,,,,,,,,,,2013-11-12,Analysis,,2013-10-24 21:51:29,2013-11-14 17:17:11,0,,0,0,0,,0,0,0,,0,0
P10313,P10313 Harvest October 23 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-10-24,2013-10-31,1,,,"PO 10429
ammonium",0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-24 21:57:43,2013-11-01 15:55:31,0,,0,0,0,,0,0,0,,0,0
P10314,P10314 Harvest October 23 Paques,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-10-24,2013-10-31,1,,,hardness,0,0,,,,,,,,,,2013-10-31,Analysis,,2013-10-24 22:02:13,2013-11-01 15:55:47,0,,0,0,0,,0,0,0,,0,0
P10315,P10315 Albanna,9. Billed,100%,admin,Contacts::::Don Cook,2013-10-25,2013-11-01,1,,,"BM-AGW-003
Coliforms",0,0,,,,,,,,,,2013-11-01,Analysis,,2013-10-25 16:05:02,2013-11-04 19:37:18,0,,0,0,0,,0,0,0,,0,0
P10316,P10316 Fairview Colony,9. Billed,100%,admin,Contacts::::Don Cook,2013-10-25,2013-11-01,1,,,"BM-AGW-003
Coliforms",0,0,,,,,,,,,,2013-11-01,Analysis,,2013-10-25 16:05:37,2013-11-04 19:37:45,0,,0,0,0,,0,0,0,,0,0
